#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X;
9000031desc;By investing in our universities and research centers, we will provide our scientists with funds and state-of-the-art tools. This should help their work and increase their ability to discover new technologies.;;Investendo nelle nostre università e centri di ricerca, offriamo ai nostri scienziati i fondi e strumenti di ultima generazione. Questo dovrebbe aiutare il loro lavoro e aumentare la loro capacità di scoprire nuove tecnologie.;Al invertir en nuestras universidades y centros de investigación, estaremos patrocinando a nuestros científicos e intelectuales, esto supondría un aumento en su habilidad y en su capacidad de descubrir nuevas tecnologías, para gloria de la nación.;Durch Investitionen in unsere Universitäten und Forschungszentren können wir unseren Wissenschaftlern ein zeitgemäss ausgestattetes Arbeitsumfeld zur Verfügung stellen. Wir versprechen uns davon eine erhöhte Leistungsfähigkeit.;;;Èíâåñòèðóÿ â íàøè óíèâåðñèòåòû è èññëåäîâàòåëüñêèå öåíòðû ìû îáåñïå÷èâàåì íàøèõ ó÷åíûõ ñðåäñòâàìè è ñàìûì ñîâðåìåííûì îáîðóäîâàíèåì. Ýòî äîëæíî ïîìî÷ü â èõ èññëåäîâàíèÿõ è óâåëè÷èòü èõ âîçìîæíîñòè îòêðûòèÿ íîâûõ òåõíîëîãèé.;;;X;
9000031a;Limited investment;Plan d'investissement modeste;Investimenti limitati;Apoyo Limitado;Begrenzte Inverstitionen;;;Îãðàíè÷åííûå èíâåñòèöèè;;;X;
9000031b;Substantial investment;Plan d'investissement important;;;;;;Substantial investment;;;X;
9000031c;Comprehensive investment;Grand plan d'investissement;Grandi investimenti;Gastar lo que sea necesario;Grosse Investitionen;;;Áîëüøèå èíâåñòèöèè;;;X;
9000032name;Purge of the Army;Purges dans l'armée;Purghe dell'Esercito;Purgar el Ejercito;Säuberung der Armee;;;×èñòêà Àðìèè;;;X;
9000032desc;By forcing the disloyal and unreliable officers in our army to resign, we can be sure that only the better and most trustworthy officers can lead our soldiers. This will surely raise their morale, even if we might face some resistance from the public opinion.;;Costringendo gli ufficiali sleale e inaffidabili del nostro esercito a dimettersi, possiamo essere certi che solo gli ufficiali migliori e più affidabili possano guidare i nostri soldati. Questo sicuramente alzerà il morale, anche se si potrebbe affrontare una certa resistenza da parte dell'opinione pubblica.;Forzando a renunciar a los sectores “desleales” o “poco confiables” de nuestro ejército, estaremos seguros  que solo los oficiales más leales y capaces comandaran nuestras fuerzas armadas. Esto seguramente aumentara la moral de combate, pero causara un gran revuelo en la opinión pública.;Wenn wir die illoyalen und unzuverlässigen Elemente aus unserem Offizierskorps entfernen, können wir sicher sein, das nur die besten Kommandeure unsere Soldaten anführen. Dies wird sicherlich die Moral der Truppe heben, wenn es auch einigen Widerstand in der öffentlichen Meinung auslösen dürfte.;;;Ïîíóæäàÿ íàøèõ íåëîÿëüíûõ è íåíàäåæíûõ îôèöåðîâ äîáðîâîëüíî óéòè â îòñòàâêó ìû áóäåì óâåðåíû, ÷òî íàøèìè ñîëäàòàìè áóäóò óïðàâëÿòü òîëüêî ëó÷øèå è äîñòîéíûå íàøåãî äîâåðèÿ îôèöåðû. Ýòî íåñîìíåííî óâåëè÷èò èõ ìîðàëü, äàæå åñëè íàì è ïðèäåòñÿ ñòîëêíóòüñÿ ñ îïðåäåëåííûì îáùåñòâåííûì ñîïðîòèâëåíèåì.  This will surely raise their morale, even if we might face some resistance from the public opinion.;;;X;
9000032text;If the end justifies the means, what will justify the end?;Si la fin justifie les moyens, qui justifiera la fin ?;Se il fine giustifica i mezzi, cosa giustifica il fine?;Si el fin justifica los medios, que justificara el fin?;Der Zweck heiligt die Mittel;;;Îñâîáîäèì äîðîãó ìîëîäûì!;;;X;
9000033name;War games;Kriegsspiel;Wargames;Juegos de GuerraWargames;Kriegsspiele;;;Âîåííûå èãðû;;;X;
9000033desc;We can train the officers in our Army thanks to use of war games. The simulations of war will make them discover new tricks and be ready to face setbacks and incident.;;Siamo in grado di formare gli ufficiali del nostro esercito, grazie all'uso di wargames. Le simulazioni di guerra gli faranno scoprire nuovi trucchi e saranno pronti ad affrontare contrattempi e inconvenienti.;Desde el siglo pasado se acostumbra el uso de “Juegos de Guerra” en el ejército, estas simulaciones permiten a los oficiales pulir sus técnicas, descubrir nuevos trucos o debilidades para evitar malos tragos durante maniobras reales.;Wir können unsere Offiziere mittels Kriegsspielen trainieren. Die Simulationen werden ihnen helfen, neue Wege zu gehen und auch mit Rückschlägen besser umgehen zu können.;;;Ìû ìîæåì ïîâûñèòü íàâûêè íàøèõ îôèöåðîâ, áëàãîäàðÿ èõ ó÷àñòèþ â âîåííî-øòàáíûõ èãðàõ. Ñèìóëÿöèè âîåííûõ äåéñòâèé ïîçâîëÿò èì îòêðûòü íîâûå ïðèåìû è áûòü ãîòîâûìè ñòîëêíóòüñÿ ñ íåæåëàòåëüíûì õîäîì ñîáûòèé.;;;X;
9000033text;Yay, let's play Darkest Hour!;Ouaaais, jouons à Darkest Hour !;Yay, giochiamo a Darkest Hour!;Bien, vamos a jugar Darkest Hour!;Au ja, eine Runde Darkest Hour !;;;Óàó, äàâàéòå ñûãðàåì â Darkest Hour!;;;X;
9000034name;Diplomatic Campaign;Campagne diplomatique;Campagna diplomatica;Ofensiva Diplomatica;Diplomatische Kampagne;;;Äèïëîìàòè÷åñêàÿ êàìïàíèÿ;;;X;
9000034desc;We can start a diplomatic campaign to raise our relations with other countries. Our diplomats will try to make them understand our point of view and our motivations.;;Siamo in grado di avviare una campagna diplomatica per aumentare le nostre relazioni con altri paesi. I nostri diplomatici cercheranno di far capire loro il nostro punto di vista e le nostre motivazioni.;Podemos iniciar una campaña diplomática para reforzar nuestras relaciones con otros países. Nuestros emisarios trataran de exponerles nuestro punto de vista y motivaciones para intentar encontrar puntos en común.;Wir können eine diplomatische Kampagne starten, um die Beziehungen zu anderen Nationen zu verbessern. Unsere Diplomaten werden dabei versuchen, ihnen unsere Sicht der Dinge darzulegen.;;;Ìû ìîæåì íà÷àòü äèïëîìàòè÷åñêóþ êàìïàíèþ äëÿ óëó÷øåíèÿ íàøèõ îòíîøåíèé ñ äðóãèìè ñòðàíàìè. Íàøè äèïëîìàòû áóäóò ïûòàòüñÿ äîáèòüñÿ ïîíèìàíèÿ èìè íàøåé òî÷êè çðåíèÿ è íàøèõ ìîòèâàöèé.;;;X;
9000034text;We come in peace!;Nous venons en paix !;Veniamo in pace!;Venimos en Paz!;Wir kommen in Frieden;;;Ìû èäåì ñ ìèðîì!;;;X;
9000036name;Generals Dismissed;Des généraux limogés;Generale ritirato;Generales Despedidos;Generäle entlassen;;;Îòñòàâêà ãåíåðàëîâ;;;X;
9000037name;National War Bonds;Emprunts de guerre;Obbligazioni di Guerra;Bonos de Guerra;Nationale Kriegsanleihen;;;Îáëèãàöèè âîåííîãî çàéìà;;;X;
9000037desc;War bonds are debt securities issued by a government for the purpose of financing military operations during times of war. War bonds generate capital for the government and make civilians feel involved in their national military. This system is also useful as a means of controlling inflation in such an overstimulated economy by removing money from circulation until hopefully after the war is concluded. At that point, the funds could be liquidated and serve as an stimulus to encourage consumer spending for the economy transitioning to peacetime activity. Exhortations to buy war bonds are often accompanied with appeals to patriotism and conscience. Government-issued war bonds tend to have a yield which is below market value and are often made available in a wide range of denominations to make them affordable to all citizens.;Les emprunts de guerre sont des titres de créance émis par un gouvernement dans le but de financer des opérations militaires en temps de guerre. Les obligations de guerre génèrent un capital pour le gouvernement et font que les civils se sentent impliqués dans leurs forces armées nationales. Les appels pour acheter des obligations de guerre sont souvent accompagnés d'appels au patriotisme et à la conscience des citoyens. Émises par un gouvernement, les obligations de guerre ont tendance à avoir un rendement qui est en dessous de la valeur du marché et sont souvent mis à disposition dans un large éventail de dénominations pour les rendre accessibles à tous les citoyens.;Le obbligazioni di guerra sono titoli di debito emessi da un governo per il finanziamento delle operazioni militari in tempo di guerra. obbligazioni di guerra generano un capitale per il governo e fa sentire i civili coinvolti nel lo sforzo bellico nazionale. Questo sistema è utile anche come strumento di controllo dell'inflazione in un'economia sovrastimolata, rimuovendo denaro dalla circolazione fino alla fine della guerra. A quel punto, i fondi potrebbero essere liquidati e servire come stimolo per incoraggiare la spesa dei consumatori, per la transizione all'economia di pace. Esortazioni a comprare obbligazioni di guerra sono spesso accompagnate da appelli al patriottismo e di coscienza. Le obbligazioni di guerra emesse dal governo tendono ad avere una resa che è al di sotto del valore di mercato e spesso sono rese disponibili in una vasta gamma di tagli per renderli accessibili a tutti i cittadini.;Los Bonos son deuda adquirida por el gobierno con el propósito de financiar operaciones militares durante el estado de Guerra. Los Bonos de Guerra generan capital para el gobierno y hacen a los ciudadanos sentirse involucrados en el esfuerzo de guerra. Este sistema también es útil para controlar la inflación, como en una economía sobre-estimulada, al remover dinero de circulación después de concluirse la guerra. En ese punto los restantes son liquidados y sirven como estímulo para favorecer el consumo como método de reactivar la economía de preguerra. La propaganda de Bonos va acompañada casi siempre por consignas de patriotismo o conciencia y van divididos en varias denominaciones, lo que les hace estar al alcance del bolsillo de cualquier ciudadano.;Nationale Kriegsanleihen werden in Kriegszeiten von Regierungen aufgelegt, um die erhöhten Militärausgaben finanzieren zu können. Diese Anleihen bringen dem Staat zusätzliches Geld ein und geben den Bürgern das Gefühl, an den Kriegsanstrengungen beteiligt zu sein. Dieses System ist auch im Kampf gegen die Inflation in einer auf voller Kraft laufenden Wirtschaft nützlich, indem es grosse Geldbeträge aus dem Wärungskreislauf entfernt. Wenn nach Kriegsende die Anleihen zurückgezahlt werden, ist das zusätzliche Kapital hilfreich, den privaten Konsum wieder anzukurbeln und damit der Wirtschaft die Umstellung auf die Friedensproduktion zu erleichtern. Aufrufe zum Kauf von Kriegsanleihen gehen meist einher mit Appellen an patriotische Gefühle und das Gewissen der Bevölkerung. Im allgemeinen liegt der Wert der staatlichen Kriegsanleihen unter dem aktuellen Marktwert und ist preislich so gestaffelt, daß praktisch jeder Bürger diese Anleihen auch erwerben kann. ;;;Âîåííûå îáëèãàöèè ïðåäñòàâëÿþò ñîáîé äîëãîâûå öåííûå áóìàãè, âûïóùåííûå ïðàâèòåëüñòâîì â öåëÿõ ôèíàíñèðîâàíèÿ áîåâûõ îïåðàöèé âî âðåìÿ âîéíû. Âîåííûå çàéìû ãåíåðèðóþò êàïèòàë äëÿ ïðàâèòåëüñòâà è äàþò ãðàæäàíñêèì ëèöàì îùóùåíèÿ ó÷àñòâèÿ â íàöèîíàëüíûõ âîîðóæåííûú ñèëàõ. Îíè òàêæå ïîëåçíû â êà÷åñòâå ñðåäñòâà áîðüáû ñ èíôëÿöèåé â ñâåðõñòèìóëèðóåìûõ ýêîíîìèêàõ ÷åðåç âûâîä äåíåã èç îáðàùåíèÿ äî óñïåøíîãî îêîí÷àíèÿ âîéíû. Òîãäà ýòè ñðåäñòâà ìîãóò áûòü âûïëà÷åíû è áóäóò ñëóæèòò ñòèìóëîì äëÿ ïîîùðåíèÿ ïîòðåáèòåëüñêèõ ðàñõîäîâ ïðè ïåðåõîäå ê ìèðíîé äåÿòåëüíîñòè. Ïðèçûâû ïðèîáðåòàòü âîåííûå îáëèãàöèè çà÷àñòóþ ñîïðîâîæäàþòñÿ âîçâàíèÿìè ê ïàòðèîòèçìó è ñîâåñòè.;;;X;
9000037text;Buy Victory Bonds!;Achetez les emprunts de la victoire !;Acquistare titoli di Vittoria!;A comprar Bonos de la Victoria!;Siegesanleihen kaufen !;;;Êóïèòü Îáëèãàöèè Ïîáåäû!;;;X;
#EOF;;;;;;;;;;;x;
#EOF;;;;;;;;;;;x;
;                        .;;;;;;;;;;;
;        ;;;;;;;;;;;
;;;;.;;;;;;;;
;;;;;;;;;;;;
;;;;.;;;;;;;;
