##;ENG;FRA;ITA;SPA;GER;POL;;RUS;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(Embarked);;;x
PROV1801;Harrisburg;Harrisburg;Harrisburg;Harrisburg;Harrisburg;Harrisburg;;Гаррисберг;;;X
PROV1802;Altoona;Altoona;Altoona;Altoona;Altoona;Altoona;;Алтуна;;;X
PROV1803;Williamsport;Williamsport;Williamsport;Williamsport;Williamsport;Williamsport;;Уильямспорт;;;X
PROV1804;Scranton;Scranton;Scranton;Scranton;Scranton;Scranton;;Скрентон;;;X
PROV1805;Philadelphia;Philadelphia;Philadelphia;Philadelphia;Philadelphia;Philadelphia;;Филадельфия;;;X
PROV1806;Pittsburgh;Pittsburgh;Pittsburgh;Pittsburgh;Pittsburgh;Pittsburgh;;Питтсбург;;;X
PROV1807;Cape Charles;Cape Charles;Cape Charles;Cape Charles;Cape Charles;Cape Charles;;Кейп-Чарлз;;;X
PROV1808;Baltimore;Baltimore;Baltimore;Baltimore;Baltimore;Baltimore;;Балтимор;;;X
PROV1809;Washington;Washington;Washington;Washington;Washington;Washington;;Вашингтон;;;X
PROV1810;Clarksburg;Clarksburg;Clarksburg;Clarksburg;Clarksburg;Clarksburg;;Кларксберг;;;X
PROV1811;Huntington;Huntington;Huntington;Huntington;Huntington;Huntington;;Хантингтон;;;X
PROV1812;Norfolk;Norfolk;Norfolk;Norfolk;Norfolk;Norfolk;;Норфолк;;;X
PROV1813;Richmond;Richmond;Richmond;Richmond;Richmond;Richmond;;Ричмонд;;;X
PROV1814;Arlington;Arlington;Arlington;Arlington;Arlington;Arlington;;Арлингтон;;;X
PROV1815;Danville;Danville;Danville;Danville;Danville;Danville;;Данвилл;;;X
PROV1816;Charlottesville;Charlottesville;Charlottesville;Charlottesville;Charlottesville;Charlottesville;;Шарлоттсвилл;;;X
PROV1817;Beckley;Beckley;Beckley;Beckley;Beckley;Beckley;;Бекли;;;X
PROV1818;Roanoke;Roanoke;Roanoke;Roanoke;Roanoke;Roanoke;;Роанок;;;X
PROV1819;Louisville;Louisville;Louisville;Louisville;Louisville;Louisville;;Луисвилл;;;X
PROV1820;Lexington;Lexington;Lexington;Lexington;Lexington;Lexington;;Лексигтон;;;X
PROV1821;Columbus;Columbus;Columbus;Columbus;Columbus;Columbus;;Колумбус;;;X
PROV1822;Toledo;Toledo;Toledo;Toledo;Toledo;Toledo;;Толидо;;;X
PROV1823;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;Cincinnati;;Цинциннати;;;X
PROV1824;Erie;Erie;Erie;Erie;Erie;Erie;;Эри;;;X
PROV1825;Cleveland;Cleveland;Cleveland;Cleveland;Cleveland;Cleveland;;Кливленд;;;X
PROV1826;Fort Wayne;Fort Wayne;Fort Wayne;Fort Wayne;Fort Wayne;Fort Wayne;;Форт-Уэйн;;;X
PROV1827;Evansville;Evansville;Evansville;Evansville;Evansville;Evansville;;Эвансвилл;;;X
PROV1828;Indianapolis;Indianapolis;Indianapolis;Indianapolis;Indianapolis;Indianapolis;;Индианаполис;;;X
PROV1829;Peoria;Peoria;Peoria;Peoria;Peoria;Peoria;;Пеория;;;X
PROV1830;Decatur;Decatur;Decatur;Decatur;Decatur;Decatur;;Декейтер;;;X
PROV1831;Belleville;Belleville;Belleville;Belleville;Belleville;Belleville;;Белльвилль;;;X
PROV1832;Chicago;Chicago;Chicago;Chicago;Chicago;Chicago;;Чикаго;;;X
PROV1833;Saint Louis;Saint Louis;Saint Louis;Saint Louis;Saint Louis;Saint Louis;;Сент-Луис;;;X
PROV1834;Saint Joseph;Saint Joseph;Saint Joseph;Saint Joseph;Saint Joseph;Saint Joseph;;Сент-Джозеф;;;X
PROV1835;Saint Charles;Saint Charles;Saint Charles;Saint Charles;Saint Charles;Saint Charles;;Сент-Чарльз;;;X
PROV1836;Springfield;Springfield;Springfield;Springfield;Springfield;Springfield;;Спрингфилд;;;X
PROV1837;Cedar Rapids;Cedar Rapids;Cedar Rapids;Cedar Rapids;Cedar Rapids;Cedar Rapids;;Сидар-Рапидс;;;X
PROV1838;Des Moines;Des Moines;Des Moines;Des Moines;Des Moines;Des Moines;;Де-Мойн;;;X
PROV1839;Milwaukee;Milwaukee;Milwaukee;Milwaukee;Milwaukee;Milwaukee;;Милуоки;;;X
PROV1840;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;Eau Claire;;О-Клэр;;;X
PROV1841;Green Bay;Green Bay;Green Bay;Green Bay;Green Bay;Green Bay;;Грин-Бей;;;X
PROV1842;Grand Rapids;Grand Rapids;Grand Rapids;Grand Rapids;Grand Rapids;Grand Rapids;;Гранд-Рапидс;;;X
PROV1843;Marquette;Marquette;Marquette;Marquette;Marquette;Marquette;;Маркетт;;;X
PROV1844;Flint;Flint;Flint;Flint;Flint;Flint;;Флинт;;;X
PROV1845;Detroit;Detroit;Detroit;Detroit;Detroit;Detroit;;Детройт;;;X
PROV1846;Rochester;Rochester;Rochester;Rochester;Rochester;Rochester;;Рочестер;;;X
PROV1847;Minneapolis;Minneapolis;Minneapolis;Minneapolis;Minneapolis;Minneapolis;;Миннеаполис;;;X
PROV1848;Superior;Superior;Superior;Superior;Superior;Superior;;Сьюпириор;;;X
PROV1849;Duluth;Duluth;Duluth;Duluth;Duluth;Duluth;;Дулут;;;X
PROV1850;Saint Paul;Saint Paul;Saint Paul;Saint Paul;Saint Paul;Saint Paul;;Сент-Пол;;;X
PROV1851;Miles City;Miles City;Miles City;Miles City;Miles City;Miles City;;Майлз-Сити;;;X
PROV1852;Minot;Minot;Minot;Minot;Minot;Minot;;Майнот;;;X
PROV1853;Fort Peck;Fort Peck;Fort Peck;Fort Peck;Fort Peck;Fort Peck;;Форт-Пек;;;X
PROV1854;Grand Forks;Grand Forks;Grand Forks;Grand Forks;Grand Forks;Grand Forks;;Гранд-Форкс;;;X
PROV1855;Fargo;Fargo;Fargo;Fargo;Fargo;Fargo;;Фарго;;;X
PROV1856;Bismarck;Bismarck;Bismarck;Bismarck;Bismarck;Bismarck;;Бисмарк;;;X
PROV1857;Sioux Falls;Sioux Falls;Sioux Falls;Sioux Falls;Sioux Falls;Sioux Falls;;Су-Фолс;;;X
PROV1858;Rapid City;Rapid City;Rapid City;Rapid City;Rapid City;Rapid City;;Рапид-Сити;;;X
PROV1859;Lincoln;Lincoln;Lincoln;Lincoln;Lincoln;Lincoln;;Линкольн;;;X
PROV1860;Omaha;Omaha;Omaha;Omaha;Omaha;Omaha;;Омаха;;;X
PROV1861;Coeur d'Alene;Coeur d'Alene;Coeur d'Alene;Coeur d'Alene;Coeur d'Alene;Coeur d'Alene;;Кер-д'Ален;;;X
PROV1862;Bozeman;Bozeman;Bozeman;Bozeman;Bozeman;Bozeman;;Бозмен;;;X
PROV1863;Helena;Helena;Helena;Helena;Helena;Helena;;Хелена;;;X
PROV1864;Great Falls;Great Falls;Great Falls;Great Falls;Great Falls;Great Falls;;Грейт-Фолс;;;X
PROV1865;Missoula;Missoula;Missoula;Missoula;Missoula;Missoula;;Мизула;;;X
PROV1866;Casper;Casper;Casper;Casper;Casper;Casper;;Каспер;;;X
PROV1867;Glendive;Glendive;Glendive;Glendive;Glendive;Glendive;;Глендайв;;;X
PROV1868;Billings;Billings;Billings;Billings;Billings;Billings;;Биллингс;;;X
PROV1869;Idaho Falls;Idaho Falls;Idaho Falls;Idaho Falls;Idaho Falls;Idaho Falls;;Айдахо-Фолс;;;X
PROV1870;Rexburg;Rexburg;Rexburg;Rexburg;Rexburg;Rexburg;;Рексберг;;;X
PROV1871;Boise;Boise;Boise;Boise;Boise;Boise;;Бойсе;;;X
PROV1872;Spokane;Spokane;Spokane;Spokane;Spokane;Spokane;;Спокан;;;X
PROV1873;Yakima;Yakima;Yakima;Yakima;Yakima;Yakima;;Якима;;;X
PROV1874;Seattle;Seattle;Seattle;Seattle;Seattle;Seattle;;Сиэтл;;;X
PROV1875;Wenatchee;Wenatchee;Wenatchee;Wenatchee;Wenatchee;Wenatchee;;Уэнатчи;;;X
PROV1876;Walla Walla;Walla Walla;Walla Walla;Walla Walla;Walla Walla;Walla Walla;;Уолла-Уолла;;;X
PROV1877;Tacoma;Tacoma;Tacoma;Tacoma;Tacoma;Tacoma;;Такома;;;X
PROV1878;Portland;Portland;Portland;Portland;Portland;Portland;;Портленд;;;X
PROV1879;Eugene;Eugene;Eugene;Eugene;Eugene;Eugene;;Юджин;;;X
PROV1880;Klamath Falls;Klamath Falls;Klamath Falls;Klamath Falls;Klamath Falls;Klamath Falls;;Кламат-Фолс;;;X
PROV1881;Twin Falls;Twin Falls;Twin Falls;Twin Falls;Twin Falls;Twin Falls;;Туин-Фолс;;;X
PROV1882;Bend;Bend;Bend;Bend;Bend;Bend;;Бенд;;;X
PROV1883;Fresno;Fresno;Fresno;Fresno;Fresno;Fresno;;Фресно;;;X
PROV1884;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;Santa Rosa;;Санта-Роза;;;X
PROV1885;Redding;Redding;Redding;Redding;Redding;Redding;;Реддинг;;;X
PROV1886;San Diego;San Diego;San Diego;San Diego;San Diego;San Diego;;Сан-Диего;;;X
PROV1887;Los Angeles;Los Angeles;Los Angeles;Los Angeles;Los Angeles;Los Angeles;;Лос-Анджелес;;;X
PROV1888;Sacramento;Sacramento;Sacramento;Sacramento;Sacramento;Sacramento;;Сакраменто;;;X
PROV1889;San Francisco;San Francisco;San Francisco;San Francisco;San Francisco;San Francisco;;Сан-Франциско;;;X
PROV1890;Eureka;Eureka;Eureka;Eureka;Eureka;Eureka;;Юрика;;;X
PROV1891;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;Santa Barbara;;Санта-Барбара;;;X
PROV1892;San Bernardino;San Bernardino;San Bernardino;San Bernardino;San Bernardino;San Bernardino;;Сан-Бернардино;;;X
PROV1893;Las Vegas;Las Vegas;Las Vegas;Las Vegas;Las Vegas;Las Vegas;;Лас-Вегас;;;X
PROV1894;Elko;Elko;Elko;Elko;Elko;Elko;;Элко;;;X
PROV1895;Reno;Reno;Reno;Reno;Reno;Reno;;Рено;;;X
PROV1896;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;Salt Lake City;;Солт-Лейк-Сити;;;X
PROV1897;Grand Junction;Grand Junction;Grand Junction;Grand Junction;Grand Junction;Grand Junction;;Гранд-Джанкшен;;;X
PROV1898;Rock Springs;Rock Springs;Rock Springs;Rock Springs;Rock Springs;Rock Springs;;Рок-Спрингс;;;X
PROV1899;Saint George;Saint George;Saint George;Saint George;Saint George;Saint George;;Сейнт-Джордж;;;X
PROV1900;Phoenix;Phoenix;Phoenix;Phoenix;Phoenix;Phoenix;;Финикс;;;X
PROV1901;Tucson;Tucson;Tucson;Tucson;Tucson;Tucson;;Тусон;;;X
PROV1902;Flagstaff;Flagstaff;Flagstaff;Flagstaff;Flagstaff;Flagstaff;;Флагстафф;;;X
PROV1903;Carlsbad;Carlsbad;Carlsbad;Carlsbad;Carlsbad;Carlsbad;;Карлсбад;;;X
PROV1904;Albuquerque;Albuquerque;Albuquerque;Albuquerque;Albuquerque;Albuquerque;;Альбукерке;;;X
PROV1905;Roswell;Roswell;Roswell;Roswell;Roswell;Roswell;;Розуэлл;;;X
PROV1906;Santa Fe;Santa Fe;Santa Fe;Santa Fe;Santa Fe;Santa Fe;;Санта-Фе;;;X
PROV1907;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;;Шайенн;;;X
PROV1908;Denver;Denver;Denver;Denver;Denver;Denver;;Денвер;;;X
PROV1909;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;Colorado Springs;;Колорадо-Спрингс;;;X
PROV1910;Wichita;Wichita;Wichita;Wichita;Wichita;Wichita;;Уичито;;;X
PROV1911;Lawton;Lawton;Lawton;Lawton;Lawton;Lawton;;Лотон;;;X
PROV1912;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;Tulsa;;Талса;;;X
PROV1913;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;Oklahoma City;;Оклахома-Сити;;;X
PROV1914;Kansas City;Kansas City;Kansas City;Kansas City;Kansas City;Kansas City;;Канзас-Сити;;;X
PROV1915;Jonesboro;Jonesboro;Jonesboro;Jonesboro;Jonesboro;Jonesboro;;Джонсборо;;;X
PROV1916;Ardmore;Ardmore;Ardmore;Ardmore;Ardmore;Ardmore;;Ардмор;;;X
PROV1917;Fort Smith;Fort Smith;Fort Smith;Fort Smith;Fort Smith;Fort Smith;;Форт-Смит;;;X
PROV1918;Little Rock;Little Rock;Little Rock;Little Rock;Little Rock;Little Rock;;Литл-Рок;;;X
PROV1919;Tyler;Tyler;Tyler;Tyler;Tyler;Tyler;;Тайлер;;;X
PROV1920;Lubbock;Lubbock;Lubbock;Lubbock;Lubbock;Lubbock;;Лаббок;;;X
PROV1921;Amarillo;Amarillo;Amarillo;Amarillo;Amarillo;Amarillo;;Амарилло;;;X
PROV1922;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;Corpus Christi;;Корпус-Кристи;;;X
PROV1923;El Paso;El Paso;El Paso;El Paso;El Paso;El Paso;;Эль-Пасо;;;X
PROV1924;Dallas;Dallas;Dallas;Dallas;Dallas;Dallas;;Даллас;;;X
PROV1925;Austin;Austin;Austin;Austin;Austin;Austin;;Остин;;;X
PROV1926;San Antonio;San Antonio;San Antonio;San Antonio;San Antonio;San Antonio;;Сан-Антонио;;;X
PROV1927;Abilene;Abilene;Abilene;Abilene;Abilene;Abilene;;Абилин;;;X
PROV1928;Houston;Houston;Houston;Houston;Houston;Houston;;Хьюстон;;;X
PROV1929;Monroe;Monroe;Monroe;Monroe;Monroe;Monroe;;Монро;;;X
PROV1930;Shreveport;Shreveport;Shreveport;Shreveport;Shreveport;Shreveport;;Шривпорт;;;X
PROV1931;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;;Новый Орлеан;;;X
PROV1932;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;Baton Rouge;;Батон-Руж;;;X
PROV1933;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;Pine Bluff;;Пайн-Блафф;;;X
PROV1934;Lafayette;Lafayette;Lafayette;Lafayette;Lafayette;Lafayette;;Лафайетт;;;X
PROV1935;Tupelo;Tupelo;Tupelo;Tupelo;Tupelo;Tupelo;;Тьюпело;;;X
PROV1936;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;Tuscaloosa;;Тускалуса;;;X
PROV1937;Natchez;Natchez;Natchez;Natchez;Natchez;Natchez;;Натчез;;;X
PROV1938;Vicksburg;Vicksburg;Vicksburg;Vicksburg;Vicksburg;Vicksburg;;Виксберг;;;X
PROV1939;Jackson;Jackson;Jackson;Jackson;Jackson;Jackson;;Джэксон;;;X
PROV1940;Memphis;Memphis;Memphis;Memphis;Memphis;Memphis;;Мемфис;;;X
PROV1941;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;Chattanooga;;Чаттануга;;;X
PROV1942;Knoxville;Knoxville;Knoxville;Knoxville;Knoxville;Knoxville;;Ноксвилл;;;X
PROV1943;Nashville;Nashville;Nashville;Nashville;Nashville;Nashville;;Нашвилл;;;X
PROV1944;Mobile;Mobile;Mobile;Mobile;Mobile;Mobile;;Мобил;;;X
PROV1945;Gadsden;Gadsden;Gadsden;Gadsden;Gadsden;Gadsden;;Гадсден;;;X
PROV1946;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;Birmingham  Al;;Бирмингем (Алабама);;;X
PROV1947;Montgomery;Montgomery;Montgomery;Montgomery;Montgomery;Montgomery;;Монтгомери;;;X
PROV1948;Tampa;Tampa;Tampa;Tampa;Tampa;Tampa;;Тампа;;;X
PROV1949;Orlando;Orlando;Orlando;Orlando;Orlando;Orlando;;Орландо;;;X
PROV1950;Pensacola;Pensacola;Pensacola;Pensacola;Pensacola;Pensacola;;Пенсакола;;;X
PROV1951;Tallahassee;Tallahassee;Tallahassee;Tallahassee;Tallahassee;Tallahassee;;Таллахасси;;;X
PROV1952;Jacksonville;Jacksonville;Jacksonville;Jacksonville;Jacksonville;Jacksonville;;Джэксонвилл;;;X
PROV1953;Miami;Miami;Miami;Miami;Miami;Miami;;Майами;;;X
PROV1954;Macon;Macon;Macon;Macon;Macon;Macon;;Мейкон;;;X
PROV1955;Atlanta;Atlanta;Atlanta;Atlanta;Atlanta;Atlanta;;Атланта;;;X
PROV1956;Savannah;Savannah;Savannah;Savannah;Savannah;Savannah;;Саванна;;;X
PROV1957;Columbia;Columbia;Columbia;Columbia;Columbia;Columbia;;Колумбия;;;X
PROV1958;Greenville;Greenville;Greenville;Greenville;Greenville;Greenville;;Гринвилл;;;X
PROV1959;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;;Огаста;;;X
PROV1960;Charleston;Charleston;Charleston;Charleston;Charleston;Charleston;;Чарлстон;;;X
PROV1961;Raleigh;Raleigh;Raleigh;Raleigh;Raleigh;Raleigh;;Роли;;;X
PROV1962;Charlotte;Charlotte;Charlotte;Charlotte;Charlotte;Charlotte;;Шарлотт;;;X
PROV1963;Wilmington;Wilmington;Wilmington;Wilmington;Wilmington;Wilmington;;Уилмингтон;;;X
PROV1964;Asheville;Asheville;Asheville;Asheville;Asheville;Asheville;;Ашвилл;;;X
PROV1965;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;Tuxtla Gutierrez;;Тустла-Гутьеррес;;;X
PROV1966;Merida;Merida;Merida;Merida;Merida;Merida;;Мерида;;;X
PROV1967;Matamoros;Matamoros;Matamoros;Matamoros;Matamoros;Matamoros;;Матаморос;;;X
PROV1968;Veracruz;Veracruz;Veracruz;Veracruz;Veracruz;Veracruz;;Веракрус;;;X
PROV1969;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;Puebla de Zaragoza;;Пуэбла;;;X
PROV1970;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;Oaxaca de Juarez;;Оахака;;;X
PROV1971;Morelia;Morelia;Morelia;Morelia;Morelia;Morelia;;Морелия;;;X
PROV1972;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;Acapulco de Juarez;;Акапулько;;;X
PROV1973;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;Leon de los Aldama;;Леон;;;X
PROV1974;Mexico City;Mexico City;Mexico City;Mexico City;Mexico City;Mexico City;;Мехико;;;X
PROV1975;Monterrey;Monterrey;Monterrey;Monterrey;Monterrey;Monterrey;;Монтеррей;;;X
PROV1976;Saltillo;Saltillo;Saltillo;Saltillo;Saltillo;Saltillo;;Сальтильо;;;X
PROV1977;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;Ciudad Juarez;;Сьюдад-Хуарес;;;X
PROV1978;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;Aguascalientes;;Агуаскальентес;;;X
PROV1979;Hermosillo;Hermosillo;Hermosillo;Hermosillo;Hermosillo;Hermosillo;;Эрмосильо;;;X
PROV1980;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;Culiacan Rosales;;Кульякан;;;X
PROV1981;Tijuana;Tijuana;Tijuana;Tijuana;Tijuana;Tijuana;;Тихуана;;;X
PROV1982;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;Guadalajara;;Гвадалахара;;;X
PROV1983;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;Lake Nipigon;;озеро Нипигон;;;X
PROV1984;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;Lake of the Woods;;озеро Лесное;;;X
PROV1985;Cali;Cali;Cali;Cali;Cali;Cali;;Кали;;;X
PROV1986;Barranquilla;Barranquilla;Barranquilla;Barranquilla;Barranquilla;Barranquilla;;Барранкилья;;;X
PROV1987;Medellin;Medellin;Medellin;Medellin;Medellin;Medellin;;Медельин;;;X
PROV1988;Maracaibo;Maracaibo;Maracaibo;Maracaibo;Maracaibo;Maracaibo;;Маракайбо;;;X
PROV1989;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;Barquisimeto;;Баркисименто;;;X
PROV1990;C?cuta;C?cuta;C?cuta;C?cuta;C?cuta;C?cuta;;Кукута;;;X
PROV1991;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;Santa Fe de Bogota;;Санта-Фе-де-Богота;;;X
PROV1992;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;;Сьюдад-Боливар;;;X
PROV1993;Caracas;Caracas;Caracas;Caracas;Caracas;Caracas;;Каракас;;;X
PROV1994;Villavicencio;Villavicencio;Villavicencio;Villavicencio;Villavicencio;Villavicencio;;Вилависенсио;;;X
PROV1995;Maturin;Maturin;Maturin;Maturin;Maturin;Maturin;;Матурин;;;X
PROV1996;Barinas;Barinas;Barinas;Barinas;Barinas;Barinas;;Баринас;;;X
PROV1997;Georgetown;Georgetown;Georgetown;Georgetown;Georgetown;Georgetown;;Джорджтаун;;;X
PROV1998;Bartica;Bartica;Bartica;Bartica;Bartica;Bartica;;Бартика;;;X
PROV1999;Paramaribo;Paramaribo;Paramaribo;Paramaribo;Paramaribo;Paramaribo;;Парамарибо;;;X
PROV2000;Cayenne;Cayenne;Cayenne;Cayenne;Cayenne;Cayenne;;Кайенна;;;X
PROV2001;Manacapuru;Manacapuru;Manacapuru;Manacapuru;Manacapuru;Manacapuru;;Манакапуру;;;X
PROV2002;Rio Branco;Rio Branco;Rio Branco;Rio Branco;Rio Branco;Rio Branco;;Риу-Бранку;;;X
PROV2003;Tefe;Tefe;Tefe;Tefe;Tefe;Tefe;;Тефе;;;X
PROV2004;Maraba;Maraba;Maraba;Maraba;Maraba;Maraba;;Мараба;;;X
PROV2005;Manaus;Manaus;Manaus;Manaus;Manaus;Manaus;;Манаус;;;X
PROV2006;Macapa;Macapa;Macapa;Macapa;Macapa;Macapa;;Макапа;;;X
PROV2007;Puyo;Puyo;Puyo;Puyo;Puyo;Puyo;;Пуйо;;;X
PROV2008;Iquitos;Iquitos;Iquitos;Iquitos;Iquitos;Iquitos;;Икитос;;;X
PROV2009;Florencia;Florencia;Florencia;Florencia;Florencia;Florencia;;Флоренсия;;;X
PROV2010;Nauta;Nauta;Nauta;Nauta;Nauta;Nauta;;Наута;;;X
PROV2011;Pucallpa;Pucallpa;Pucallpa;Pucallpa;Pucallpa;Pucallpa;;Пукальпа;;;X
PROV2012;Requena;Requena;Requena;Requena;Requena;Requena;;Рекена;;;X
PROV2013;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;Puerto Maldonado;;Пуэрто-Мальдонадо;;;X
PROV2014;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;Trujillo;;Трухильо;;;X
PROV2015;Cuzco;Cuzco;Cuzco;Cuzco;Cuzco;Cuzco;;Куско;;;X
PROV2016;Lima;Lima;Lima;Lima;Lima;Lima;;Лима;;;X
PROV2017;Arequipa;Arequipa;Arequipa;Arequipa;Arequipa;Arequipa;;Арекипа;;;X
PROV2018;Tarapoto;Tarapoto;Tarapoto;Tarapoto;Tarapoto;Tarapoto;;Тарапото;;;X
PROV2019;Cobija;Cobija;Cobija;Cobija;Cobija;Cobija;;Кобиха;;;X
PROV2020;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;Nuestra Senora de La Paz;;Ла-Пас;;;X
PROV2021;Sucre;Sucre;Sucre;Sucre;Sucre;Sucre;;Сукре;;;X
PROV2022;Valparaiso;Valparaiso;Valparaiso;Valparaiso;Valparaiso;Valparaiso;;Вальпараисо;;;X
PROV2023;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;Santiago de Chile;;Сантьяго;;;X
PROV2024;Iquique;Iquique;Iquique;Iquique;Iquique;Iquique;;Икике;;;X
PROV2025;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Antofagasta;Antofagasta;;Антофагаста;;;X
PROV2026;Salta;Salta;Salta;Salta;Salta;Salta;;Сальта;;;X
PROV2027;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;San Miguel de Tucuman;;Сан-Мигель-де-Тукуман;;;X
PROV2028;Mendoza;Mendoza;Mendoza;Mendoza;Mendoza;Mendoza;;Мендоса;;;X
PROV2029;San Juan;San Juan;San Juan;San Juan;San Juan;San Juan;;Сан-Хуан;;;X
PROV2030;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;Punta Arenas;;Пунта-Аренас;;;X
PROV2031;Temuco;Temuco;Temuco;Temuco;Temuco;Temuco;;Темуко;;;X
PROV2032;Talcahuano;Talcahuano;Talcahuano;Talcahuano;Talcahuano;Talcahuano;;Талькауано;;;X
PROV2033;Jaen;Jaen;Jaen;Jaen;Jaen;Jaen;;Хаэн;;;X
PROV2034;Neuquen;Neuquen;Neuquen;Neuquen;Neuquen;Neuquen;;Неукен;;;X
PROV2035;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;El Calafate;;Эль-Калафате;;;X
PROV2036;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;Rio Gallegos;;Рио-Гальегос;;;X
PROV2037;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;Comodoro Rivadavia;;Комодоро-Ривадавия;;;X
PROV2038;Trelew;Trelew;Trelew;Trelew;Trelew;Trelew;;Трелью;;;X
PROV2039;Viedma;Viedma;Viedma;Viedma;Viedma;Viedma;;Вьедма;;;X
PROV2040;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;Santiago de Guayaquil;;Гуаякиль;;;X
PROV2041;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;Galapagos Islands;;Галапагосские о-ва;;;X
PROV2042;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;San Francisco de Quito;;Кито;;;X
PROV2043;Porvenir;Porvenir;Porvenir;Porvenir;Porvenir;Porvenir;;Порвенир;;;X
PROV2044;Ushuaia;Ushuaia;Ushuaia;Ushuaia;Ushuaia;Ushuaia;;Ушуая;;;X
