##;HEARTS OF IRON!;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,
##;=====================;;;;;;;;;;X,
##;;;;;;;;;;;X,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,
##;§W = white text;;;;;;;;;;X,,,,,
##;§Y = orange text;;;;;;;;;;X,,,,,
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X,,
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X,,,,
##;;;;;;;;;;;X,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X,
##;;;;;;;;;;;X,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,
DOMNAME_FRE_R;Closed Society;Sociйtй close;Societа chiusa;Centralismo;Geschloss.;Spoі. zamkn.;;Закр. социум;;;x,
DOMNAME_FRM_L;Free Market;Marchй libre;Libero scambio;Libre mercado;Marktwirtsch.;Wolny rynek;;Свободный рынок;;;x,
DOMNAME_FRM_R;Central Planning;Plan. centrale;Pianific. econ.;Econ. planificada;Planwirtschaft;Centr. plan.;;Центр. план.;;;x,
DOMNAME_PRO_L;Standing Army;Armйe permanente;Eser. regolare;Ej. Permanente;Berufsheer;Armia zawod.;;Контрактная Армия;;;x,
DOMNAME_PRO_R;Drafted Army;Conscrits;Chiamata alle armi;Ej. reclutado;Wehrpflicht;Armia poborowa;;Призывная Армия;;;x,
DOMNAME_DEF_L;Hawk Lobby;Militaristes;Guerrafondaio;Militaristas;Kriegstreiber;Lobby Jastrzкbi;;Ястребы;;;x,
DOMNAME_DEF_R;Dove Lobby;Pacifistes;Pacifista;Pacifistas;Pazifist;Lobby Goікbi;;Голуби;;;x
DOMNAME_INT_L;Interventionism;Intervention.;Interventismo;Intervencionismo;Interventionist;Interwencjonizm;;Интервенционизм;;;x
DOMNAME_INT_R;Isolationism;Isolation.;Isolazionismo;Aislacionismo;Isolationist;Izolacjonizm;;Изоляционизм;;;x
DOMESTIC_DEM_DEM;Our nation is a Democracy\n;Notre nation est une Dйmocratie\n;La nostra nazione и una Democrazia\n;Nuestra naciуn es una democracia.\n;Unsere Nation ist eine Demokratie\n;Nasz narуd jest Demokracj№\n;;У нас демократия\n;;;x
DOMESTIC_DEM_ADEM;Our nation is a Dictatorship\n;Notre nation est une Dictature\n;La nostra nazione и una Dittatura\n;Nuestra naciуn es una dictadura.\n;Unsere Nation ist eine Diktatur\n;Nasz narуd jest Dyktatur№\n;;У нас диктатура\n;;;x
DOMESTIC_POL_GOV;Ministers in the ruling cabinet change according to ideology.\n;Les ministres du cabinet dirigeant changent en fonction de l’idйologie.\n;I Ministri nel gabinetto di governo cambiano a seconda dell’ideologia.\n;Los ministros del gabinete de gobierno cambiarбn segъn la ideologнa.\n;Die Minister im regierenden Kabinett werden je nach Ideologie ausgetauscht.\n;Ministrowie przeprowadzaj№ zmianк rz№du zgodnie z ideologi№.\n;;Смена министров действующего кабинета в соответствии с идеологией.\n;;;x
DOMESTIC_FRE_DISN;Dissent in national provinces: %s%.1f\%%\n;Instabilitй dans les provinces nationales: %s%.1f\%%\n;Dissenso nelle province nazionali: %s%.1f\%%\n;Disensiуn en provincias nacionales: %s%.1f\%%\n;Unruhe in nationalen Provinzen: %s%.1f\%%\n;Niezadowolenie w prowincjach narodowych: %s%.1f\%%\n;;Недовольство в домашних провинциях: %s%.1f\%%\n;;;x
DOMESTIC_FRE_DISO;Dissent in occupied provinces: %s%.1f\%%\n;Instabilitй dans les provinces occupйes: %s%.1f\%%\n;Dissenso nelle province occupate: %s%.1f\%%\n;Disensiуn en provincias ocupadas: %s%.1f\%%\n;Unruhe in besetzten Provinzen: %s%.1f\%%\n;Niezadowolenie w prowincjach okupowanych: %s%.1f\%%\n;;Недовольство в оккупированных провинциях: %s%.1f\%%\n;;;x
DOMESTIC_FRE_CINT;Counter Intelligence Penalty: %s%.1f\%%\n;Pйnalitй Contre-intelligence: %s%.1f\%%\n;Penalitа servizi segreti della controparte: %s%.1f\%%\n;Penalizaciуn por contraespionaje: %s%.1f\%%\n;Strafpunkt Spionageabwehr: %s%.1f\%%\n;Kara kontrwywiadowcza: %s%.1f\%%\n;;Штраф для контрразведки: %s%.1f\%%\n;;;x
DOMESTIC_FRM_CGM;Money from Consumer Goods: %s%.1f\%%\n;Argent des biens de consommation : %s%.1f\%%\n;Denaro proveniente dai beni di consumo: %s%.1f\%%\n;Dinero por bienes de consumo: %s%.1f\%%\n;Geld aus Konsumgьtern: %s%.1f\%%\n;Dochуd z dуbr konsumpcyjnych: %s%.1f\%%\n;;Доход от ТНП: %s%.1f\%%\n;;;x
DOMESTIC_FRM_RES;Resource Production: %s%.1f\%%\n;Production de ressources: %s%.1f\%%\n;Produzione risorse: %s%.1f\%%\n;Producciуn de recursos: %s%.1f\%%\n;Ressourcenproduktion: %s%.1f\%%\n;Produkcja zaopatrzenia: %s%.1f\%%\n;;Производство ресурсов: %s%.1f\%%\n;;;x
DOMESTIC_FRM_PRC;Production Time and Cost: %s%.1f\%%\n;Coыt et Temps de production: %s%.1f\%%\n;Tempi e costi di produzione: %s%.1f\%%\n;Tiempo y coste de producciуn: %s%.1f\%%\n;Produktionsdauer und -kosten: %s%.1f\%%\n;Czas i koszt produkcji: %s%.1f\%%\n;;Время и стоимость производства: %s%.1f\%%\n;;;x
DOMESTIC_FRM_IC;Total IC: %s%.1f\%%\n;Total PP: %s%.1f\%%\n;PI totale: %s%.1f\%%\n;CI total: %s%.1f\%%\n;Gesamte IK: %s%.1f\%%\n;Sumaryczny PP: %s%.1f\%%\n;;Всего ПП: %s%.1f\%%\n;;;x
DOMESTIC_PRA_EXP;Manpower Experience: %s%.1f\%%\n;Expйrience main d’њuvre: %s%.1f\%%\n;Esperienza della forza lavoro: %s%.1f\%%\n;Experiencia de rec. hum.: %s%.1f\%%\n;Einheiten-Erfahrung: %s%.1f\%%\n;Doњw. zasobуw ludzkich: %s%.1f\%%\n;;Военная подготовка людских ресурсов: %s%.1f\%%\n;;;x
DOMESTIC_PRA_MAN;Manpower Growth: %s%.1f\%%\n;Croissance main d’oeuvre: %s%.1f\%%\n;Crescita della forza lavoro: %s%.1f\%%\n;Crecimiento de rec. hum.: %s%.1f\%%\n;Zunahme der Wehrfдhigen: %s%.1f\%%\n;Przyrost zasobуw ludzkich: %s%.1f\%%\n;;Рост людских ресурсов: %s%.1f\%%\n;;;x
DOMESTIC_DEF_PRC;Production Time and Cost: %s%.1f\%%\n;Coыt et temps de production: %s%.1f\%%\n;Tempi e costi di produzione: %s%.1f\%%\n;Tiempo y coste de producciуn: %s%.1f\%%\n;Produktionsdauer und -kosten: %s%.1f\%%\n;Czas i koszt produkcji: %s%.1f\%%\n;;Время и стоимость производства: %s%.1f\%%\n;;;x
DOMESTIC_DEF_CGM;Money from Consumer Goods: %s%.1f\%%\n;Argent des biens de consommation: %s%.1f\%%\n;Denaro proveniente dai beni di consumo: %s%.1f\%%\n;Dinero por bienes de consumo: %s%.1f\%%\n;Geld aus Konsumgьtern: %s%.1f\%%\n;Dochуd z dуbr konsumpcyjnych: %s%.1f\%%\n;;Доход от ТНП: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_INT_COST;Diplomatic Action Cost: %s%.1f\%%\n;Coыt des actions diplomatiques: %s%.1f\%%\n;Costo dell’azione diplomatica: %s%.1f\%%\n;Coste de acciуn diplomбtica: %s%.1f\%%\n;Kosten diplomatischer Aktionen: %s%.1f\%%\n;Koszt akcji dyplomatycznych: %s%.1f\%%\n;;Расходы на дипломатию: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_INT_REL;Bad Relations Normalization Bonus: %s%.1f\%%\n;Bonus de normalisation des mauvaises relations: %s%.1f\%%\n;Bonus appianamento tensioni: %s%.1f\%%\n;Bonif. a normalizar malas relaciones: %s%.1f\%%\n;Normalisierungsbonus fьr schlechte Beziehungen: %s%.1f\%%\n;Premia za normalizacjк stosunkуw miкdzynar.: %s%.1f\%%\n;;Бонус к нормализации отношений: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_DOW_COST;Declaration of War Dissent: %s%.1f\n;Instabilitй par rapport а la Dйclaration de guerre: %s%.1f\n;Dichiarazione di dissenso bellico: %s%.1f\n;Disensiуn por declaraciуn de guerra: %s%.1f\n;Unruhe durch Kriegserklдrung: %s%.1f\n;Niezadowolenie z wypowiedzenia wojny: %s%.1f\n;;Недовольство при объявлении войны: %s%.1f\n;;;x,,,,,,
DOMESTIC_PART_RISK;Partisan Activity: %s%.1f\%%\n;Activitйs des partisans: %s%.1f\%%\n;Attivitа partigiana: %s%.1f\%%\n;Actividad partisana: %s%.1f\%%\n;Partisanenaktivitдt: %s%.1f\%%\n;Aktywnoњж partyzancka: %s%.1f\%%\n;;Деятельность партизан: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_UPG_COST;Upgrade Time and Cost: %s%.1f\%%\n;Coыt et durйe de l’amйlioration: %s%.1f\%%\n;Tempi e costi del potenziamento: %s%.1f\%%\n;Tiempo y coste de modernizaciуn: %s%.1f\%%\n;Modernisierungsdauer und -kosten: %s%.1f\%%\n;Czas i koszt modernizacji: %s%.1f\%%\n;;Время и стоимость перевооружения: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_DISSENT_GROWTH;Dissent Growth: %s%.1f\%%\n;Croissance de l’instabilitй: %s%.1f\%%\n;Crescita del dissenso: %s%.1f\%%\n;Crecim. disensiуn: %s%.1f\%%\n;Anstieg der Unruhe: %s%.1f\%%\n;Wzrost niezadowolenia: %s%.1f\%%\n;;Рост недовольства %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_CG_DEMAND;Consumer Goods Demand: %s%.1f\%%\n;Demande en biens de consommation: %s%.1f\%%\n;Domanda di beni di consumo: %s%.1f\%%\n;Demanda de bienes de consumo: %s%.1f\%%\n;Konsumgьterbedarf: %s%.1f\%%\n;Zapotrzebowanie na dobra konsumpcyjne: %s%.1f\%%\n;;Потребность в ТНП: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_GEARING_BONUS;Gearing Bonus: %s%.1f\%%\n;Bonus de productivitй: %s%.1f\%%\n;Bonus equipaggiamento: %s%.1f\%%\n;Bonif. por concentraciуn: %s%.1f\%%\n;Serienproduktionsbonus: %s%.1f\%%\n;Premia produkcji masowej: %s%.1f\%%\n;;Бонус к серийному производству: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_ORG_BONUS;Unit Organization Bonus: %s%.1f\%%\n;Bonus d’organisation d’unitй:  %s%.1f\%%\n;Bonus organizzazione unitа: %s%.1f\%%\n;Bonif. a organiz. de la unidad: %s%.1f\%%\n;Organisationsbonus fьr Einheiten: %s%.1f\%%\n;Premia zorganizowania jednostek: %s%.1f\%%\n;;Бонус к организации частей: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_TEAM_SALARY;Tech Team Salary: %s%.1f\%%\n;Salaire йquipe technique: %s%.1f\%%\n;Salario squadra tecnologica: %s%.1f\%%\n;Salario de investigadores: %s%.1f\%%\n;Forschungskosten: %s%.1f\%%\n;Wynagrodzenie naukowcуw: %s%.1f\%%\n;;Зарплата разработчиков оружия: %s%.1f\%%\n;;;x,,,,,,
DOMESTIC_REQ_BELLIGERENCE;War Declarations require %d Belligerence.\n;Les dйclarations de guerre nйcessitent  %d de belligйrance.\n;Una dichiarazione di guerra richiede una Belligeranza di %d.\n;Las declaraciones de guerra requieren %d de beligerancia.\n;Kriegserklдrung erfordert %d Aggressivitдt.\n;Wypowiedzenie wojny wymaga %d wojowniczoњci.\n;;Объявление войны требует %d агрессивности.\n;;;x,,,,,,
DOMESTIC_CAN_ALLY;Can offer and join alliances.\n;Peut crйer et rejoindre des alliances.\n;Puт proporre e entrare a far parte di alleanze.\n;Puede ofrecer alianzas y unirse a ellas.\n;Kann Bьndnisse anbieten und eingehen.\n;Moїe zakіadaж i przyі№czaж siк do sojuszy.\n;;Можем предлагать союзы и вступать в них.\n;;;x,,,,,,
DOMESTIC_CANNOT_ALLY;Cannot offer or join alliances.\n;Ne peut crйer ou rejoindre des alliances.\n;Non puт proporre o entrare a far parte di alleanze.\n;No puede ofrecer alianzas ni unirse a ellas.\n;Kann keine Bьndnisse anbieten und eingehen.\n;Nie moїe zakіadaж ani przyі№czaж siк do sojuszy.\n;;Не можем предлагать союзы и вступать в них.\n;;;x,,,,,,
POLICYDESC_0;This bar shows the government's view of political pluralism. It can range from democratic to authoritarian. ;Cette barre prйsente l’opinion de la majoritй actuelle sur le pluralisme. Elle va de dйmocratique а autoritaire. ;Questa barra mostra l’attuale percezione del pluralismo politico da parte della maggioranza. Puт variare da democratico ad autoritario.;Esta barra indica el punto de vista actual de la mayorнa sobre el pluralismo polнtico. Puede ir desde democracia hasta autoritarismo. ;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber den politischen Pluralismus an. Dieser kann von demokratisch bis autoritдr reichen.;Ten pasek reprezentuje pogl№dy wiкkszoњci na pluralizm polityczny. Moїe zmieniaж siк od demokracji do autorytaryzmu.;;Это показатель отношения правительства к политическому плюрализму. Он может варьироваться от демократии до авторитаризма.;;;x,,,,,,
POLICYDESC_1;This bar shows the government's view of societal equality. The political left want to increase equality at the expense of freedom and order while the political right want to decrease it in favour of either freedom or order.;Cette barre prйsente l’opinion de la majoritй actuelle sur l’йgalitй sociale. La gauche souhaite augmenter l’йgalitй aux dйpends de l’ordre et de la libertй, et la droite, la diminuer, au profit de la libertй ou de l’ordre.;Questa barra mostra l’attuale percezione dell’eguaglianza sociale da parte della maggioranza. La sinistra politica intende aumentarla a spese della libertа e dell’ordine, mentre la destra politica intende ridurla a favore della libertа o dell’ordine.;Esta barra indica el punto de vista actual de la mayorнa sobre la igualdad social. La izquierda quiere aumentar la igualdad a costa de la libertad y el orden y la derecha quiere disminuirla en aras de la libertad o bien del orden.;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber die soziale Gleichstellung an. Die politische Linke mцchte die Gleichheit auf Kosten der Freiheit und Ordnung erhцhen, und die politische Rechte mцchte diese zugunsten der Freiheit oder Ordnung mindern.;Ten pasek pokazuje stosunek wiкkszoњci spoіeczeсstwa do nierуwnoњci spoіecznej. Lewica chce zwiкkszyж rуwnoњж za cenк wolnoњci, prawica odwrotnie.;;Это показатель отношения правительства к социальному равенству. Левые хотят усилить это равенство за счет свобод и порядка, а правые хотят ослабить его и укрепить свободы или порядок.;;;x
POLICYDESC_2;This bar shows the government's view of societal freedom. The defenders of an Open Society want to increase freedom at the expense of equality and order, and the proponents of a Closed Society want to decrease it in favour of either equality or order.;Cette barre prйsente l’opinion de la majoritй actuelle sur la libertй sociale. Les dйfendeurs de la sociйtй ouverte souhaitent accroоtre la libertй aux dйpends de l’йgalitй et de l’ordre, et les adeptes de la sociйtй close souhaitent la diminuer au profit de l’йgalitй, ou de l’ordre.;Questa barra mostra l’attuale percezione delle libertа sociali da parte della maggioranza. I difensori della Societа aperta intendono aumentare la libertа a spese dell’eguaglianza e dell’ordine, mentre i fautori della Societа chiusa intendono ridurla a favore dell’eguaglianza oppure dell’ordine.;Esta barra indica el punto de vista actual de la mayorнa sobre la libertad social. Los defensores de una sociedad abierta quieren aumentar la libertad a costa de la igualdad y el orden y los partidarios de una sociedad cerrada quieren disminuirla en favor de la igualdad o bien del orden.;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber soziale Freiheit an. Die Verteidiger einer offenen Gesellschaftsform mцchten die Freiheit auf Kosten der Gleichheit und Ordnung erhцhen, und die Befьrworter einer geschlossenen Gesellschaftsform mцchten diese zugunsten von Gleichheit oder Ordnung mindern.;Ten pasek pokazuje stosunek wiкkszoњci spoіeczeсstwa do wolnoњci spoіecznej. Obroсcy otwartego spoіeczeсstwa chc№ powiкkszyж wolnoњж kosztem rуwnoњci i porz№dku. Popieraj№cy spoіeczeсstwo zamkniкte ograniczaj№ wolnoњж na rzecz sprawiedliwoњci spoіecznej.;;Это показатель отношения правительства к проблемам гражданской свободы. Сторонники открытого общества хотят расширить эту свободу за счет равенства и порядка, а сторонники закрытого общества хотят ограничить ее и укрепить равенство или порядок.;;;x,,,,,,,,
POLICYDESC_3;This bar shows the government's view of the economic system. It can range from free market, mixed market, regulated market to central planning. Usually you find the liberals on the free market side, while social conservatives and social democrats are on the other.;Cette barre prйsente l’opinion de la majoritй actuelle sur le systиme йconomique. Elle va du marchй libre а la planification centrale, en passant par le marchй rйglementй et le marchй sur-rйglementй. On trouve gйnйralement les libйraux dans le camp du marchй libre, et les conservateurs sociaux dans l’autre.;Questa barra mostra l’attuale percezione del sistema economico da parte della maggioranza. Varia dal libero scambio al mercato misto, al mercato regolamentato fino alla pianificazione economica. Solitamente i liberali si schierano dalla parte del libero scambio, mentre i socialisti conservatori e i socialdemocratici si schierano dall’altra.;Esta barra indica el punto de vista actual de la mayorнa sobre el sistema econуmico. Varнa desde el libre mercado hasta la economнa planificada, pasando por el mercado mixto y el regulado. Normalmente encontrarбs a los ultraliberales a favor del libre mercado y los social conservadores y los socialdemуcratas a favor del extremo opuesto.;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber das wirtschaftliche System an. Dieses reicht vom freien Markt ьber den gemischten Markt ьber einen geregelten Markt bis hin zur zentralen Planung. Normalerweise werden die Liberalen auf der Seite des freien Marktes stehen und die Sozialkonservativen und Sozialdemokraten auf der anderen Seite.;Ten pasek pokazuje stosunek wiкkszoњci spoіeczeсstwa do gospodarki. Moїe siк zmieniaж od wolnego rynku, poprzez rynek mieszany do centralnego planowania. Zwykle liberaіowie popieraj№ wolny rynek, a socjaldemokraci planowanie centralne.;;Это показатель преобладающих в правительстве взглядов на экономическую систему. Он варьируется от предпочтения свободного рынка, через смешанную экономику, до централизованного планирования. Либералы обычно поддерживают свободный рынок, а социал-консерваторы и социал-демократы - планирование.;;;x,,,
POLICYDESC_4;This bar shows the government's view of the organization of defense. It can range from a standing army to a draft army of conscripts and volunteers. As standing armies are often expensive, cost-cutters and market liberals usually want a draft army, while traditionalist, social conservatives prefer a standing one.;Cette barre prйsente l’opinion de la majoritй actuelle sur l’organisation de la dйfense. Elle va de l’armйe permanente а l’armйe de conscrits. Les armйes permanentes йtant gйnйralement onйreuses, les rйducteurs de coыts et les libйralistes prйfиrent gйnйralement une armйe de conscrits, alors que les conservateurs sociaux sont partisans d’une armйe permanente.;Questa barra mostra l’attuale percezione del sistema della Difesa da parte della maggioranza. Varia da Esercito regolare a Chiamata alle armi. I sostenitori dell’esercito regolare favoriscono spesso grossi tagli alle spese, i liberoscambisti preferiscono di solito la chiamata alle armi, mentre i tradizionalisti e i socialisti conservatori sono a favore di un esercito regolare.;Esta barra indica el punto de vista actual de la mayorнa sobre la defensa. Varнa desde el ejйrcito permanente al reclutado sуlo en caso de guerra. Como los ejйrcitos permanentes suponen un recorte a los gastos muy grande, los ultraliberales normalmente los quieren de leva, mientras que los tradicionalistas y los social conservadores los prefieren permanentes.;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber die Verteidigungsstrategien an. Diese reichen von einem Berufsheer bis hin zu einer wehrpflichtigen Armee. Eine stehende Armee erfordert oft einen teuren Maschinenpark, die Marktliberalen bevorzugen in der Regel eine einberufene Armee, wдhrend die Traditionalisten eine stehende Armee bevorzugen.;Ten pasek pokazuje stosunek wiкkszoњci spoіeczeсstwa do rodzaju armii. Zmienia siк od armii zawodowej do armii poborowej. Poniewaї wojsko zawodowe jest drogie, liberaіowie skіaniaj№ siк ku armii poborowej, podczas gdy tradycjonaliњci i konserwatyњci wol№ armiк zawodow№.;;Этот ползунок отвечает за уровень мобилизации, установленный данной страной. СОВЕТ - настоятельно не рекомендуется увеличивать ползунок вручную. Принятие решений о повышении уровня мобилизации обеспечивает дополнительный прирост людских резервов и не засчитывается как передвижение ползунка, оставляя возможность для изменения настроек внутренней и внешней политики.;;;x
POLICYDESC_5;This bar shows the government's view of war and peace. It can range from the political realism of the Hawks to the political idealism, or internationalism, of the Doves.;Cette barre prйsente l’opinion de la majoritй actuelle sur la guerre et la paix. Elle va du rйalisme politique des Faucons, а l’idйalisme politique, ou internationalisme, des Colombes.;Questa barra mostra l’attuale percezione della pace e della guerra da parte della maggioranza. Varia dal realismo politico dei Guerrafondai fino all’idealismo, o internazionalismo, dei Pacifisti.;Esta barra indica el punto de vista actual de la mayorнa sobre la guerra y la paz. Varнa desde el realismo de los militaristas al idealismo, o internacionalismo, de los pacifistas.;Diese Leiste zeigt die Ansicht der aktuellen Mehrheit ьber Krieg und Frieden an. Diese reicht vom politischen Realismus der Falken bis hin zum politischen Idealismus oder Inernationalismus der Tauben.;Ten pasek pokazuje stosunek wiкkszoњci spoіeczeсstwa do pokoju i wojny. Zmienia siк od politycznego realizmu frakcji ‘jastrzкbi’ do idealizmu ‘goікbi’.;;Это показатель преобладающих в правительстве взглядов на вопросы войны и мира. Он варьируется от политического реализма 'ястребов' до идеализма и даже интернационализма 'голубей'.;;;x,,,,
